n_updates,policy_loss,policy_entropy,ep_reward_mean,fps,approxkl,explained_variance,clipfrac,time_elapsed,value_loss,total_timesteps,serial_timesteps,ep_len_mean
391,-0.0010324769,0.6094898,87.08177675168962,38,0.007059141,0.5193906724452972,0.080812514,76558.0859799385,24.562077,3128000,782000,61.32
392,-0.002231916,0.6229317,96.4532651539892,40,0.0074200854,0.8795510530471802,0.07615626,76764.40692162514,4.7751756,3136000,784000,64.04
393,-0.004664544,0.7225018,88.98707193285227,42,0.0113834785,0.8153228908777237,0.117249995,76961.00130844116,9.849532,3144000,786000,63.57
394,-0.0025832981,0.55742884,90.3726479736343,40,0.012081431,0.8355870693922043,0.12574999,77147.83168554306,7.117101,3152000,788000,53.14
395,-0.0009780239,0.5601615,94.21705059997737,47,0.015118422,0.8905020132660866,0.13834374,77346.76507306099,2.3891704,3160000,790000,61.82
396,0.0012727269,0.5180079,88.31506363034248,38,0.016415149,0.8084311187267303,0.14109375,77515.79669237137,8.285877,3168000,792000,51.37
397,-0.0020770193,0.6645786,94.46606732111424,43,0.012755785,0.7936763614416122,0.12834376,77722.34129476547,5.6408005,3176000,794000,65.23
398,-0.0013373764,0.665892,86.61651577372103,44,0.009279488,0.8472232669591904,0.10753124,77905.88670492172,12.9089155,3184000,796000,56.92
399,-0.0062692976,0.6394226,93.93754323005676,47,0.014070881,0.7012687921524048,0.14212498,78086.22632884979,10.0012045,3192000,798000,67.5
400,-0.003187038,0.68176085,85.83444359056652,42,0.0132376505,0.735601544380188,0.1340625,78255.29098582268,21.507412,3200000,800000,63.42
401,-0.003596845,0.6452396,85.35266826827079,42,0.013454003,0.7303849756717682,0.14015624,78443.16024851799,10.08134,3208000,802000,61.79
402,-0.003397504,0.66718996,89.41360269702972,39,0.00713729,0.8279686123132706,0.08384376,78633.22471380234,24.40814,3216000,804000,62.76
403,-0.0016775499,0.6480235,88.20955378308892,41,0.008404941,0.6069233119487762,0.098781265,78837.77986097336,21.427025,3224000,806000,62.87
404,-0.0059308107,0.4970565,87.94846819333732,39,0.011097969,0.5416015982627869,0.11393749,79028.53020048141,16.848673,3232000,808000,48.74
405,-0.0041396227,0.55156463,93.5463347993046,39,0.009315998,0.751119926571846,0.10390625,79233.35362195969,8.7469635,3240000,810000,53.68
406,-0.000664645,0.64527434,91.26819087095559,40,0.016855817,0.7327724397182465,0.16724999,79433.465331316,11.9872875,3248000,812000,66.29
407,-0.0014252658,0.59174323,81.61554827261716,41,0.02061474,0.5466147363185883,0.16109374,79630.90824317932,26.935343,3256000,814000,53.97
408,-0.0017275484,0.60390884,85.48635006949306,39,0.011376463,0.7699000537395477,0.1164375,79824.98156070709,19.184984,3264000,816000,54.33
409,-0.0039399317,0.56730384,90.85618019234388,36,0.009744021,0.7583344876766205,0.0980625,80026.94371771812,16.153372,3272000,818000,57.32
410,-0.002290381,0.49559906,87.17185875333846,43,0.008483908,0.6775815784931183,0.09768751,80247.95908904076,11.378073,3280000,820000,53.93
411,-0.0032885913,0.48115155,85.87853194527328,36,0.007697007,0.7691158205270767,0.08240626,80431.69471478462,10.740318,3288000,822000,52.1
412,-0.004217254,0.3878979,90.99531155310571,37,0.003961341,0.7989248782396317,0.0441875,80651.12386798859,13.793074,3296000,824000,50.83
413,-0.004522955,0.5837204,90.0712695837766,37,0.009311276,0.8477180749177933,0.10028123,80865.77883386612,18.688326,3304000,826000,60.14
414,-0.004102442,0.63841015,85.90197049550711,40,0.008738857,0.7544855177402496,0.10006251,81078.37507629395,25.690937,3312000,828000,67.37
415,-0.0024115215,0.55439466,83.08739669531583,47,0.018280314,0.762656956911087,0.15387502,81275.43432617188,16.930704,3320000,830000,54.29
416,-0.0016660698,0.5903881,95.18654263980687,34,0.00795769,0.8291645348072052,0.089562505,81445.47527098656,19.838093,3328000,832000,60.63
417,-0.0023379046,0.5624722,86.57218242250383,42,0.012843785,0.6331861019134521,0.13337499,81677.27412605286,17.770048,3336000,834000,55.51
418,-0.0040663755,0.6541464,89.96751109864563,37,0.0068934155,0.8709804266691208,0.08031249,81866.43478608131,10.450271,3344000,836000,64.29
419,-0.005841258,0.59861076,81.58032241057604,34,0.005895766,0.8040734976530075,0.0733125,82076.99819016457,19.997223,3352000,838000,52.08
420,-0.000990287,0.5734736,86.79455988436938,39,0.015634565,0.7179795503616333,0.13856253,82309.7694966793,16.784147,3360000,840000,57.5
421,-0.0027227092,0.54981685,95.55422356523573,38,0.0049637263,0.8323841691017151,0.06103125,82511.62442445755,7.704233,3368000,842000,61.3
422,-0.0022751587,0.5844197,95.34324220493436,38,0.0074741533,0.825286790728569,0.08065625,82718.29194355011,14.460534,3376000,844000,65.99
423,-0.0038264832,0.63272053,85.75124515015632,41,0.01024995,0.8299627900123596,0.10259376,82925.21482753754,9.228222,3384000,846000,58.92
424,-0.0058879526,0.6067619,89.13466325320303,54,0.0083512245,0.8640427887439728,0.100499995,83118.6407148838,5.950063,3392000,848000,57.59
425,-0.006839556,0.5496789,91.65548248451204,44,0.009002511,0.8356612324714661,0.09809377,83266.4079310894,7.330553,3400000,850000,60.36
426,-0.00074034766,0.49105108,92.20664666194469,38,0.035023842,0.7078137099742889,0.17096877,83445.35583043098,12.6745205,3408000,852000,57.01
427,-0.002279855,0.5571798,83.6654344932735,39,0.017295917,0.7879092991352081,0.1536875,83654.68196606636,12.42743,3416000,854000,49.54
428,-0.0038050176,0.63282067,79.92361418955028,38,0.0081754215,0.8099129050970078,0.093281254,83855.80307507515,32.796516,3424000,856000,53.42
429,-0.0020798303,0.624526,92.28283757332713,38,0.010819665,0.833420068025589,0.1214375,84065.30575299263,13.179937,3432000,858000,63.84
430,-0.0029840367,0.587131,85.13127270966768,39,0.0060500274,0.7910641133785248,0.07284376,84275.09167790413,25.206057,3440000,860000,56.41
431,-0.006528902,0.4080096,81.86894375417381,38,0.010636267,0.475946307182312,0.10012498,84475.75004935265,34.87303,3448000,862000,46.74
432,-0.0029803351,0.54832214,88.26228628106415,39,0.00792727,0.6311488449573517,0.093625,84683.4192700386,18.192001,3456000,864000,62.37
433,-0.00013782857,0.52461076,74.98124618496746,38,0.011478848,0.6746634840965271,0.11903129,84885.33389401436,39.62123,3464000,866000,54.3
434,-0.0044702487,0.37836343,93.74680465117098,33,0.012144388,0.6673121452331543,0.112781264,85095.5515654087,20.344439,3472000,868000,49.72
435,-0.0039146426,0.59644115,90.8385571904853,40,0.008387381,0.8330240100622177,0.097218774,85331.44481492043,20.522715,3480000,870000,65.84
436,-0.0012943379,0.46174356,88.59515634007752,42,0.007932111,0.6915320754051208,0.08787499,85527.2750658989,19.732956,3488000,872000,54.87
437,-0.0028033878,0.50841016,88.89965629152954,37,0.014159696,0.8044579178094864,0.12121875,85716.9711830616,11.9823,3496000,874000,53.16
438,-0.0028289058,0.49240333,82.6178587191552,39,0.005920853,0.7150721251964569,0.068624996,85927.98440408707,11.674463,3504000,876000,54.96
439,-0.00299936,0.58901644,82.89202743448317,41,0.008839547,0.8170232027769089,0.096031256,86130.8141515255,20.077545,3512000,878000,60.99
440,-0.0049865027,0.508695,95.61612900275738,41,0.0073944214,0.950398962944746,0.08368751,86324.3285946846,3.3272483,3520000,880000,58.55
441,-0.002044576,0.50135213,94.87103336118162,42,0.0078972615,0.801494300365448,0.08884375,86518.66717219353,6.6695538,3528000,882000,64.35
442,0.0009896907,0.61401856,83.75672304205597,37,0.014880643,0.808009535074234,0.13068749,86706.2121655941,23.305944,3536000,884000,62.74
443,-0.0014625117,0.5690179,92.48147205550224,40,0.013970817,0.829778403043747,0.13587499,86920.6328356266,5.4725733,3544000,886000,65.47
444,0.0014258933,0.5685538,86.48664732262492,46,0.027652556,0.7649605721235275,0.17812498,87118.2887980938,8.626654,3552000,888000,60.58
445,-0.0066101067,0.5931442,86.42147808458657,43,0.0076666703,0.7757008373737335,0.08646876,87289.96483111382,17.160332,3560000,890000,62.8
446,-0.003626782,0.549718,88.05821520257741,39,0.017234841,0.7517967969179153,0.16740626,87475.12302041054,8.89196,3568000,892000,52.6
447,-0.0011271992,0.45843112,98.94074398577213,37,0.0064728316,0.9428744353353977,0.068437494,87675.44940400124,4.4345045,3576000,894000,58.6
448,-0.0011936119,0.5573602,78.92425706978888,47,0.009906478,0.8072893619537354,0.0975,87891.0655784607,17.880947,3584000,896000,51.64
449,-0.004390698,0.56712663,89.93343248613179,52,0.014409897,0.7164965569972992,0.14334376,88058.98079586029,9.3095875,3592000,898000,65.13
450,-0.002677799,0.50381964,92.704218737185,39,0.008054882,0.7661578059196472,0.08406252,88211.94038248062,27.197601,3600000,900000,60.1
451,-0.0020239267,0.48981857,85.13755757570267,46,0.011543172,0.7969904541969299,0.10356249,88414.77721500397,7.8043694,3608000,902000,53.27
452,-0.0041200384,0.44720337,92.26770486369729,39,0.006662227,0.7779133170843124,0.07503124,88587.69421648979,10.57607,3616000,904000,54.44
453,0.00027651273,0.41906238,97.2026220528409,40,0.009482108,0.9210786297917366,0.09853126,88789.42212629318,2.562689,3624000,906000,57.08
454,-0.0019353799,0.5024288,83.80220216613263,41,0.012227724,0.6071340441703796,0.13087498,88987.5688393116,22.173855,3632000,908000,53.57
455,-0.0021231654,0.56587166,87.19258067190647,38,0.006574385,0.7284049987792969,0.077937506,89179.1591193676,12.572071,3640000,910000,56.56
456,-0.0038204917,0.48240477,91.09377655163408,35,0.005868407,0.6271614134311676,0.062625,89385.20747900009,19.313934,3648000,912000,52.28
457,0.00046641493,0.5627858,92.89683741487562,42,0.010564522,0.8364202827215195,0.11609376,89613.48084592819,13.44965,3656000,914000,65.26
458,-0.0041286377,0.4949955,87.45043762970715,39,0.011013482,0.7511046826839447,0.11109376,89803.01209282875,11.278522,3664000,916000,49.82
459,-0.003180163,0.71403503,88.81022945735603,40,0.008493131,0.8882080763578415,0.09293749,90005.86122179031,15.792155,3672000,918000,62.4
460,-0.0064537837,0.5443224,92.29205075901001,38,0.0089606615,0.8041063696146011,0.09499999,90205.58791565895,8.785408,3680000,920000,56.5
461,-0.00017554185,0.5361174,83.87713205769658,45,0.012589632,0.5648761987686157,0.12021874,90415.34030461311,17.613132,3688000,922000,53.96
462,-0.00063955947,0.5493702,96.24291708838194,44,0.010943254,0.879977636039257,0.10665625,90590.64983439445,4.61326,3696000,924000,61.57
463,-0.0032120158,0.6233183,90.34688106689602,42,0.0073559345,0.9062820747494698,0.088281244,90770.73020672798,6.5957985,3704000,926000,60.54
464,-0.004610498,0.49354818,94.97224116247148,35,0.010025017,0.9270061105489731,0.10709377,90958.72315621376,2.5421877,3712000,928000,56.83
465,-0.0055645364,0.602124,85.43574136491866,38,0.0067904675,0.9178779125213623,0.08362499,91181.57893681526,9.268176,3720000,930000,57.16
466,-0.006445624,0.55739427,91.42191904749721,39,0.0074434597,0.7280552089214325,0.0825625,91391.50198054314,18.517273,3728000,932000,63.93
467,-0.0005175677,0.517711,88.88071601245552,42,0.015319331,0.6225858926773071,0.12318751,91592.37008357048,20.043444,3736000,934000,56.88
468,-0.0034314282,0.47169632,93.58312863208353,36,0.0056828405,0.7100951969623566,0.06453126,91780.69252753258,10.972107,3744000,936000,54.45
469,-0.002293582,0.5242017,96.94643212661147,37,0.010922637,0.7927318811416626,0.1235,91998.69555187225,6.73192,3752000,938000,58.57
470,-0.0041847103,0.55347115,88.9335762938112,38,0.0071426677,0.7992747575044632,0.081499994,92209.70798182487,5.8840394,3760000,940000,51.39
471,-0.0034002233,0.53758955,82.01206451054662,38,0.010935622,0.84059077501297,0.10840624,92418.31007933617,12.29977,3768000,942000,51.53
472,-0.0050088777,0.5255789,91.66104412302374,45,0.008151241,0.5641610026359558,0.08753127,92625.20072579384,13.255731,3776000,944000,63.46
473,-0.0019748271,0.51099765,90.18324196960776,43,0.010383996,0.9032973423600197,0.116468765,92802.80809640884,2.2709265,3784000,946000,57.1
474,-0.0027280804,0.5441552,88.64174848049879,45,0.00881344,0.7142802774906158,0.09765625,92986.64132833481,10.194754,3792000,948000,60.53
475,-0.004340437,0.5784145,88.95304095651954,44,0.00882114,0.7117601931095123,0.093562506,93164.08369398117,12.154166,3800000,950000,62.06
476,-0.0054762843,0.6288861,91.82827626463026,37,0.0058284234,0.8138037025928497,0.0695,93342.10131931305,16.837837,3808000,952000,61.64
477,-0.0041311444,0.525133,91.24615409910679,38,0.006724349,0.6736030280590057,0.06940625,93553.17650222778,11.1413355,3816000,954000,54.46
478,-0.0029582663,0.605638,93.44122080165893,36,0.006110278,0.8714653849601746,0.07071876,93762.5105381012,6.7997346,3824000,956000,62.85
479,-0.0026117642,0.46831843,90.12049376975745,41,0.0090091,0.7366069853305817,0.09221874,93980.49192643166,10.64841,3832000,958000,56.29
480,-0.0014908409,0.48170602,95.56015417117625,45,0.00621328,0.8407090902328491,0.069468744,94173.2382338047,4.978672,3840000,960000,58.33
481,-0.0027991903,0.55701226,93.05409550338983,43,0.009469889,0.827095240354538,0.09890625,94350.83561134338,4.594884,3848000,962000,63.78
482,-0.0035432854,0.5400169,93.43034307472408,42,0.00595881,0.7529279589653015,0.0688125,94536.02879929543,10.200512,3856000,964000,60.84
483,-0.003447444,0.5669016,86.42538331460207,37,0.008098262,0.8486093878746033,0.08865626,94724.19671559334,14.721664,3864000,966000,55.37
484,-0.0038572443,0.58414716,89.75975209508091,35,0.0049314005,0.7775329351425171,0.06009376,94937.4478316307,10.69365,3872000,968000,53.9
485,-0.0031688674,0.70638096,85.33172428436578,38,0.004597999,0.8253476917743683,0.05671876,95160.44792103767,21.879354,3880000,970000,63.8
486,-0.005228479,0.5551999,84.78943695809693,46,0.013479167,0.5421059131622314,0.13537501,95367.66518163681,21.644604,3888000,972000,57.34
487,-0.004798813,0.6248222,91.63125826455652,37,0.0056761643,0.674689382314682,0.06596875,95539.37355804443,11.457618,3896000,974000,61.93
488,-0.0025816092,0.53170604,90.10674474190921,46,0.006799743,0.8694298714399338,0.080874994,95753.52881026268,3.1629283,3904000,976000,59.06
489,-0.0028687273,0.52883095,91.65465327300132,42,0.0057380116,0.8479683548212051,0.06559376,95924.38426399231,3.1250412,3912000,978000,55.82
490,-0.0026908664,0.5672038,86.34350534748286,40,0.0075582676,0.9399570487439632,0.07912502,96113.84353113174,11.732545,3920000,980000,58.09
491,-0.002687982,0.4579862,90.1202475072816,35,0.0064547574,0.6487638056278229,0.071062505,96313.37713837624,13.129445,3928000,982000,49.69
492,-0.003187609,0.64526457,84.38339786559344,41,0.007317664,0.8111967444419861,0.08637501,96537.2156317234,15.766279,3936000,984000,59.69
493,-0.0012483497,0.46286798,91.84017795678228,41,0.0055558723,0.7859026491641998,0.057031255,96731.55454182625,6.2135715,3944000,986000,51.17
494,-0.0015350758,0.51830494,82.61854677658528,47,0.0118076,0.7518244832754135,0.117218755,96924.97288060188,9.355243,3952000,988000,55.37
495,-0.0028690444,0.5315716,91.77145476903766,42,0.009144867,0.5684652626514435,0.10896876,97093.78322386742,13.640591,3960000,990000,62.68
496,-0.0028336805,0.5546088,87.32760030277073,44,0.010281314,0.8115497678518295,0.10625,97283.28104710579,5.9817753,3968000,992000,52.92
497,-0.0036108533,0.6049134,88.11505540058016,37,0.007006409,0.8097947537899017,0.07343752,97464.43317198753,5.8250694,3976000,994000,56.49
498,-0.0029351746,0.512132,82.02630473509431,41,0.009034561,0.569380134344101,0.1051875,97679.76825881004,11.886596,3984000,996000,48.45
499,-0.00069028756,0.49454296,92.43210209593177,37,0.004758743,0.7563813030719757,0.050906256,97871.27708888054,9.928245,3992000,998000,56.28
500,-0.0013145995,0.49692082,84.55276705741882,42,0.00440078,0.6501166820526123,0.04840625,98086.46699690819,10.834225,4000000,1000000,51.84
501,-0.003191262,0.54038095,83.05390457544476,46,0.005258391,0.8229998648166656,0.0654375,98275.94218349457,5.0585475,4008000,1002000,57.06
502,-0.0030230344,0.5350215,90.39033855799586,38,0.0035243053,0.8773844167590141,0.0370625,98448.94500875473,8.714644,4016000,1004000,58.71
503,-0.00271931,0.46064535,92.46767140083016,38,0.005625176,0.8192721754312515,0.0655,98654.9493317604,5.5577717,4024000,1006000,53.07
504,-0.002322292,0.4346582,93.98538008343428,39,0.006359943,0.7921341508626938,0.07106251,98865.29537415504,7.959664,4032000,1008000,57.49
505,-0.0031859374,0.55943316,94.04964203730225,38,0.006494211,0.9296090602874756,0.073125,99066.28372001648,6.090268,4040000,1010000,62.64
506,-0.004617458,0.52194846,87.27983565893024,43,0.0062352056,0.7820869088172913,0.069468744,99276.40516400337,21.581696,4048000,1012000,60.58
507,-0.0007743329,0.53422743,85.74976983923465,45,0.00771137,0.5872648656368256,0.08590627,99460.68344068527,12.250859,4056000,1014000,58.15
508,-0.006910571,0.50336343,91.6787019070238,45,0.0077319187,0.6090796589851379,0.08665625,99636.29471254349,14.588952,4064000,1016000,57.9
509,-0.0007720569,0.5052987,85.89264541272074,48,0.005706161,0.8289207518100739,0.06821876,99811.73192739487,3.3671155,4072000,1018000,52.01
510,-0.004391749,0.57570726,89.07266724284739,40,0.0044190125,0.7691691964864731,0.049187507,99977.89346671104,11.559531,4080000,1020000,59.04
511,-0.0029065888,0.6808298,81.64346283938735,37,0.0055604815,0.8445179909467697,0.06756249,100177.2857811451,16.94385,4088000,1022000,59.16
512,-0.0023314832,0.5217143,93.9268612376228,38,0.0046909596,0.9125806614756584,0.05306249,100389.24163866043,6.738361,4096000,1024000,57.09
513,-0.001227732,0.5221328,93.67534914977848,37,0.0059758266,0.8147228211164474,0.076375,100599.3787484169,8.4329815,4104000,1026000,57.3
514,-0.0045565083,0.613598,90.72356709528714,41,0.0046609184,0.7661852985620499,0.050875,100811.92656064034,11.1098175,4112000,1028000,58.9
515,-0.0043919277,0.49075136,93.58719509117306,39,0.006263008,0.6833994686603546,0.070937514,101002.81936001778,10.399351,4120000,1030000,55.21
516,-0.0032399418,0.47485486,96.22769604358822,38,0.004379462,0.7353140711784363,0.04728125,101204.72934103012,8.805923,4128000,1032000,52.41
517,-0.0029984128,0.5207406,94.0540343612805,41,0.006298846,0.9267047941684723,0.08143749,101412.9753177166,1.6796936,4136000,1034000,63.25
518,-0.002964382,0.6814384,91.73384873613715,35,0.00803538,0.8843552768230438,0.09328125,101606.50402712822,10.873274,4144000,1036000,65.68
519,-0.002924221,0.55268043,88.27546067774296,38,0.005598335,0.6743784248828888,0.0704375,101832.03972005844,15.952084,4152000,1038000,59.1
520,-0.002628202,0.5166955,89.71497403480113,42,0.0069025042,0.8868166208267212,0.071125016,102041.97979974747,3.2733202,4160000,1040000,53.51
521,-0.0013013644,0.54732823,91.82520090837032,35,0.0052843224,0.7624352723360062,0.060499996,102229.25893378258,10.2338085,4168000,1042000,54.11
522,-0.004172107,0.52354413,86.73418281771242,37,0.0042833155,0.8075476139783859,0.048656244,102457.32530713081,6.5031304,4176000,1044000,51.45
523,-0.005261673,0.6267162,92.20654789894819,39,0.0066479673,0.8713627755641937,0.07421874,102670.0142827034,10.120527,4184000,1046000,63.52
524,-0.0013647429,0.54641265,86.97017677616329,41,0.012126585,0.6622847020626068,0.11806251,102872.81881904602,8.66549,4192000,1048000,52.11
525,-0.0045707026,0.52214,86.99080674007536,34,0.004209357,0.7904611825942993,0.052437507,103063.9472565651,11.607418,4200000,1050000,50.33
526,-0.0021502047,0.5101128,84.85509338475764,40,0.004479304,0.8159229010343552,0.053249996,103293.44625425339,5.501038,4208000,1052000,53.5
527,-0.0047326004,0.58159316,91.8182029042393,40,0.0040930905,0.8999928534030914,0.052343752,103493.36495161057,8.164631,4216000,1054000,63.19
528,-0.0042088167,0.44036037,94.99684230513871,36,0.0049462197,0.6839627325534821,0.054156262,103691.6353828907,17.235577,4224000,1056000,55.67
529,-0.0033632244,0.483732,95.65865816637874,39,0.005951138,0.755846843123436,0.06493751,103909.81631994247,9.168119,4232000,1058000,57.76
530,-0.003183129,0.6096455,79.08831648752093,39,0.0032996084,0.5648761689662933,0.037062507,104112.62710499763,24.061466,4240000,1060000,55.36
531,-0.0018111663,0.54525703,89.95472434479743,44,0.008625662,0.7448396980762482,0.09524999,104314.67764282227,6.259923,4248000,1062000,59.29
532,-0.005192087,0.5952121,92.46425608929246,40,0.0041613113,0.7866068035364151,0.04368751,104494.64291906357,14.4207115,4256000,1064000,62.06
533,-0.0025324486,0.5419165,89.73729502614587,46,0.007520683,0.813375785946846,0.076593734,104691.16944742203,3.870128,4264000,1066000,59.66
534,-0.0030241355,0.54058886,91.70581055637449,42,0.0034280247,0.9403111413121223,0.03987499,104864.67648768425,1.1299394,4272000,1068000,56.92
535,-0.0037952706,0.4972363,91.91436377234757,36,0.004389117,0.7135908305644989,0.051906247,105052.8978612423,8.550548,4280000,1070000,55.3
536,-0.0017583779,0.47023946,88.90943050593138,39,0.003313057,0.6665386855602264,0.038281247,105269.3987789154,14.235268,4288000,1072000,54.98
537,-0.0042497395,0.60953593,86.59085252877325,37,0.0042565707,0.815695509314537,0.049062505,105472.05139112473,16.498968,4296000,1074000,60.56
538,-0.002163296,0.4603579,88.61684180367737,39,0.0054981783,0.6437132656574249,0.06181249,105684.60043764114,12.636789,4304000,1076000,51.33
539,-0.0031193828,0.52408624,88.9248519787565,56,0.004965108,0.6886871159076691,0.059562497,105885.04404067993,7.482277,4312000,1078000,61.79
540,-0.0045598894,0.4735092,98.14755107939243,39,0.004927474,0.873788058757782,0.055156246,106026.7604291439,4.339665,4320000,1080000,59.04
541,-0.0037606508,0.4778488,97.25948998034,38,0.0034567104,0.7780952304601669,0.042218756,106231.73889350891,10.091811,4328000,1082000,55.27
542,-0.0031245602,0.4955058,87.16363071892411,35,0.0034430048,0.7541903555393219,0.041468747,106437.57772660255,13.15167,4336000,1084000,54.93
543,-0.002768853,0.5743753,92.06873937707394,38,0.0042002737,0.9177165254950523,0.047125004,106661.53008699417,8.616045,4344000,1086000,61.5
544,-0.0033033327,0.50700074,95.21997925218194,38,0.0043359697,0.8943287059664726,0.047343742,106867.9676258564,3.3330379,4352000,1088000,57.68
545,-0.0015607775,0.53547305,92.07695694461465,38,0.0031208608,0.6940478980541229,0.03365625,107073.76037359238,10.039071,4360000,1090000,64.95
546,-0.0025408042,0.50804317,83.92095533084124,45,0.0058862763,0.8503784388303757,0.0695,107283.19893693924,3.168092,4368000,1092000,54.58
547,-0.0040654778,0.6883267,88.91581431690604,41,0.0038968122,0.9368568286299706,0.043437492,107460.68249464035,17.203457,4376000,1094000,67.97
548,-0.003483388,0.60656846,83.47096584830433,35,0.0032153043,0.811102956533432,0.038999993,107655.52379083633,11.646896,4384000,1096000,60.79
549,-0.00059004343,0.38901284,92.49678861871362,42,0.0051243827,0.9217935279011726,0.0590625,107880.73125815392,2.2068224,4392000,1098000,55.15
550,-0.00386157,0.53964806,87.44788711436092,43,0.0026718322,0.6814942061901093,0.028250003,108069.48496627808,8.027563,4400000,1100000,53.05
551,-0.0022767817,0.5033484,91.97969194315374,36,0.0041102674,0.6778496503829956,0.0459375,108255.25993680954,10.902334,4408000,1102000,53.41
552,-0.0030562147,0.47193098,95.2397950617224,39,0.0040662996,0.8761522471904755,0.048375007,108472.17885494232,2.8061793,4416000,1104000,59.14
553,-0.0027113694,0.45980948,85.29870134577155,38,0.0047357366,0.7269249558448792,0.055343747,108676.38655018806,10.005745,4424000,1106000,48.92
554,-0.003665038,0.52918166,91.60752496991307,38,0.0043846206,0.9323231503367424,0.0510625,108885.37433671951,7.6570454,4432000,1108000,58.37
555,-0.0013857121,0.52464724,91.00197799194603,40,0.0028726603,0.746514767408371,0.029906249,109090.89637947083,7.689432,4440000,1110000,61.47
556,-0.002717159,0.46411374,93.6478347415477,38,0.0036423537,0.7222788631916046,0.04884374,109290.7367401123,10.399659,4448000,1112000,54.12
557,-0.0026741503,0.35981292,95.671318997778,38,0.003132132,0.8404396921396255,0.036781248,109497.69841432571,4.7169776,4456000,1114000,50.29
558,-0.0061028306,0.46157062,92.57379431094974,38,0.003543734,0.7108692228794098,0.040531248,109706.0542550087,8.800827,4464000,1116000,59.19
559,-0.0042227204,0.5918936,87.1375502936542,40,0.006499481,0.9087057262659073,0.071125,109915.35355424881,13.076989,4472000,1118000,61.75
560,-0.0050204145,0.539126,81.7942958451435,38,0.005079692,0.5366647243499756,0.05925,110111.20724987984,25.56756,4480000,1120000,56.25
561,-0.0044053355,0.48269916,93.2845860825479,37,0.0046335114,0.769562616944313,0.054468747,110321.71933436394,9.311412,4488000,1122000,55.8
562,-0.0019365837,0.44460306,95.18622972611338,40,0.0030424595,0.7648333460092545,0.03390625,110535.55078172684,7.305808,4496000,1124000,55.62
563,-0.004740174,0.5761519,81.90313537873328,37,0.0044384636,0.671078622341156,0.05428125,110731.77927923203,23.131207,4504000,1126000,55.41
564,-0.001944749,0.41071847,96.57609598707408,37,0.0028257077,0.7652184516191483,0.0331875,110947.30813026428,10.577157,4512000,1128000,52.18
565,-0.0028296446,0.47708783,90.25586391400546,42,0.0052279625,0.9123555645346642,0.0634375,111161.62459540367,1.5608255,4520000,1130000,61.12
566,-0.0020859987,0.46323326,95.05888107877225,40,0.0027421617,0.7211700975894928,0.031250007,111349.79966902733,10.003756,4528000,1132000,56.96
567,-0.0020349391,0.44349962,90.26085139930248,41,0.0042288876,0.6168370544910431,0.04246875,111549.59961509705,14.02797,4536000,1134000,51.74
568,-0.0018024613,0.54136884,87.60115032255649,39,0.0045268647,0.7767227739095688,0.054874998,111740.99044537544,8.070286,4544000,1136000,55.88
569,-0.002826765,0.5095408,92.36044373311103,48,0.004474026,0.9124195203185081,0.050874997,111945.40700054169,1.5371774,4552000,1138000,60.16
570,-0.0014067946,0.492431,94.73172987438738,37,0.004173244,0.6490599513053894,0.049687512,112111.09394407272,12.248066,4560000,1140000,59.89
571,-0.00035712586,0.36462867,92.18553700450808,41,0.0015791277,0.8063273429870605,0.015625,112326.3780040741,5.0262675,4568000,1142000,50.89
572,-0.0032115458,0.44603676,97.6539143063128,36,0.0030437522,0.9506033472716808,0.03371875,112520.3999569416,4.994065,4576000,1144000,55.96
573,-0.0036929941,0.5424929,88.41708815000952,42,0.0033272244,0.7213829755783081,0.036468744,112736.91529631615,15.948508,4584000,1146000,60.7
574,-0.002862544,0.4212519,89.24925127729773,44,0.003916028,0.700861006975174,0.049343754,112926.50385808945,12.827552,4592000,1148000,54.44
575,-0.0005134505,0.5071156,88.42384757284076,43,0.0039826077,0.7210460305213928,0.041375,113104.99006843567,5.241546,4600000,1150000,52.05
576,-0.002187441,0.44246823,91.07581950258464,40,0.0032364633,0.8673320263624191,0.040218756,113290.42663192749,3.2936718,4608000,1152000,52.22
577,-0.002387605,0.53159577,90.29604643583298,36,0.0036855582,0.7430658638477325,0.04846875,113485.68588495255,7.3344145,4616000,1154000,62.64
578,-0.0039141923,0.4428012,90.553155131042,42,0.00293521,0.7137689590454102,0.03746875,113704.64823913574,9.822793,4624000,1156000,55.84
579,-0.001814769,0.42528674,90.47770997915417,40,0.0023658688,0.8533614277839661,0.029156249,113892.18478751183,4.1110883,4632000,1158000,54.09
580,-0.0025488457,0.5163252,93.05233118381351,38,0.002243061,0.936010979115963,0.02371875,114091.08424592018,7.5015693,4640000,1160000,61.34
581,-0.0030161042,0.55751747,93.115743544437,37,0.00213497,0.8952469900250435,0.02234375,114296.57993531227,7.451395,4648000,1162000,53.72
582,-0.0014811236,0.42948347,89.23573594696819,38,0.0011582255,0.7890381813049316,0.011937499,114508.50805902481,6.913781,4656000,1164000,53.29
583,-0.0043855053,0.4811282,91.30246579833329,40,0.0022392878,0.8641401529312134,0.02359375,114715.3947892189,5.2585,4664000,1166000,55.61
584,-0.0029546465,0.47662526,92.1227246164158,39,0.003271985,0.8371745944023132,0.038,114913.9874830246,4.8382626,4672000,1168000,57.0
